customer_id,age,gender,locality,platform,monthly_orders,avg_order_value,monthly_spend,avg_delivery_time_min,num_categories_ordered,reorder_rate,discount_usage_pct,app_sessions_per_week,ratings_given,complaints_filed,membership,preferred_category,preferred_payment,preferred_time_slot,days_since_last_order,tenure_months,cluster,pca1,pca2,segment
CUST0012,58,Male,Velachery,Blinkit,15,337.14,5057.1,19.6,2,0.77,25.7,7.1,16,2,1,Household Items,Cash on Delivery,Evening (4-8pm),0,33,3,-0.16629635808882012,-0.9214896760965174,⭐ Regular Mainstream
CUST0013,45,Female,T Nagar,Blinkit,23,426.11,9800.53,14.4,6,0.54,4.1,9.6,25,1,1,Personal Care,Cash on Delivery,Evening (4-8pm),13,2,0,1.6497128013864388,-0.00523846555876794,💎 Premium Loyalists
CUST0014,22,Male,Porur,Blinkit,13,414.09,5383.17,11.9,5,0.84,41.0,3.6,24,5,0,Personal Care,Credit Card,Evening (4-8pm),3,10,1,-0.371842251212794,0.9540770871846154,🧪 Occasional Browsers
CUST0015,22,Female,T Nagar,Both,10,80.0,800.0,15.7,5,0.3,74.3,9.4,18,4,0,Groceries,Credit Card,Morning (6-10am),2,14,2,-2.333601328297723,2.031405646671935,🔥 Bargain Hunters
CUST0016,22,Male,OMR,Zepto,13,273.94,3561.22,25.7,2,0.34,22.0,5.0,9,3,1,Snacks & Beverages,Credit Card,Night (8-11pm),4,12,3,-0.6934198068739486,0.0005128535551776262,⭐ Regular Mainstream
CUST0017,28,Male,Porur,Zepto,7,501.7,3511.9,22.4,5,0.81,12.9,7.2,7,2,1,Snacks & Beverages,UPI,Night (8-11pm),0,17,3,-0.6971366033628849,-0.462737822328078,⭐ Regular Mainstream
CUST0018,28,Female,Velachery,Both,6,411.25,2467.5,15.2,6,0.52,34.1,1.0,19,4,0,Dairy & Eggs,UPI,Afternoon (12-4pm),1,14,2,-1.521691915702338,0.83816324085714,🔥 Bargain Hunters
CUST0019,28,Male,Kodambakkam,Zepto,16,503.13,8050.08,15.8,5,0.59,16.0,11.8,10,1,1,Personal Care,UPI,Evening (4-8pm),5,10,0,0.9780682799814024,-0.21431370869185198,💎 Premium Loyalists
CUST0020,28,Female,Guindy,Both,19,561.09,10660.71,13.4,1,0.68,40.2,6.8,12,5,0,Personal Care,Cash on Delivery,Night (8-11pm),0,29,1,1.691662331713176,-0.4331695550938238,🧪 Occasional Browsers
CUST0021,35,Female,Adyar,Blinkit,13,271.82,3533.66,10.3,6,0.19,45.1,9.4,12,5,1,Fruits & Vegetables,UPI,Night (8-11pm),0,6,3,-0.5960991348543776,2.5101839081600246,⭐ Regular Mainstream
CUST0022,22,Female,Chromepet,Blinkit,2,327.27,654.54,18.5,4,0.58,76.1,4.7,8,5,1,Snacks & Beverages,UPI,Night (8-11pm),3,31,3,-2.033258879164165,0.9983325656146542,⭐ Regular Mainstream
CUST0023,28,Female,T Nagar,Blinkit,16,394.59,6313.44,26.6,5,0.66,9.3,5.8,4,2,1,Groceries,Credit Card,Evening (4-8pm),4,9,3,0.34553403297396607,-0.7252463597011567,⭐ Regular Mainstream
CUST0024,28,Male,Guindy,Blinkit,26,559.23,14539.98,26.7,5,0.19,25.4,4.1,17,5,0,Snacks & Beverages,UPI,Morning (6-10am),1,33,1,3.1044637918293034,0.06468113371301804,🧪 Occasional Browsers
CUST0025,28,Male,Sholinganallur,Blinkit,12,377.86,4534.32,21.0,6,0.59,64.7,8.6,7,2,1,Snacks & Beverages,UPI,Afternoon (12-4pm),0,7,3,-0.38261830713370815,1.3088550473000211,⭐ Regular Mainstream
CUST0026,35,Male,Kodambakkam,Blinkit,12,99.4,1192.8,15.0,3,0.42,24.0,10.3,28,5,1,Dairy & Eggs,Credit Card,Afternoon (12-4pm),15,8,3,-1.702133784053853,1.2819332489140445,⭐ Regular Mainstream
CUST0027,22,Female,Porur,Blinkit,8,384.33,3074.64,10.8,4,0.22,32.9,4.0,19,0,0,Household Items,Credit Card,Morning (6-10am),0,34,2,-1.357282707607761,-0.6623226900071171,🔥 Bargain Hunters
CUST0028,28,Female,Guindy,Both,16,551.99,8831.84,23.2,4,0.57,26.2,8.6,13,5,0,Household Items,Credit Card,Evening (4-8pm),0,17,1,1.0700962991651122,0.48701093067763096,🧪 Occasional Browsers
CUST0029,28,Male,Velachery,Zepto,15,664.26,5978.34,20.2,4,0.25,13.2,7.0,1,0,0,Groceries,Credit Card,Night (8-11pm),1,17,1,0.6594607391275771,-1.2656691994039895,🧪 Occasional Browsers
CUST0030,22,Female,Porur,Zepto,20,470.5,9410.0,16.4,2,0.58,20.8,8.8,21,2,1,Dairy & Eggs,Credit Card,Morning (6-10am),1,30,0,1.5119493162901407,-0.48275992445481175,💎 Premium Loyalists
CUST0031,35,Male,Velachery,Blinkit,10,152.52,1525.2,15.6,1,0.55,19.6,4.4,15,4,1,Dairy & Eggs,UPI,Afternoon (12-4pm),4,18,3,-1.7065909289573091,-0.11797165552883157,⭐ Regular Mainstream
CUST0032,22,Female,Velachery,Blinkit,16,346.85,5549.6,21.0,1,0.76,37.2,9.9,0,1,1,Dairy & Eggs,Credit Card,Evening (4-8pm),11,15,3,0.04781403706391595,-1.6479761030597395,⭐ Regular Mainstream
CUST0033,22,Male,Ambattur,Both,13,505.51,6571.63,13.9,3,0.24,54.7,6.9,23,3,1,Household Items,UPI,Night (8-11pm),3,20,3,0.5256687818295337,1.4614585694944229,⭐ Regular Mainstream
CUST0034,58,Female,Velachery,Zepto,23,575.92,13246.16,19.2,4,0.78,38.1,7.4,24,0,1,Dairy & Eggs,UPI,Afternoon (12-4pm),7,25,0,2.6532152459242866,-0.8643872719977224,💎 Premium Loyalists
CUST0035,58,Female,Nungambakkam,Blinkit,16,511.27,8180.32,11.9,4,0.69,29.7,17.4,22,1,0,Snacks & Beverages,UPI,Afternoon (12-4pm),11,14,1,0.6714654003819273,-0.23826317572433575,🧪 Occasional Browsers
CUST0036,45,Male,Chromepet,Zepto,22,374.71,8243.62,29.1,5,0.58,46.1,1.0,28,5,0,Household Items,UPI,Afternoon (12-4pm),1,27,1,0.8926394836895509,0.6753274100169049,🧪 Occasional Browsers
CUST0037,28,Male,Adyar,Blinkit,14,574.53,8043.42,14.6,6,0.68,41.4,10.2,12,2,0,Household Items,UPI,Night (8-11pm),3,35,1,0.6897239181711927,-0.6962981906846568,🧪 Occasional Browsers
CUST0038,22,Male,Adyar,Both,12,304.7,3656.4,21.2,2,0.57,33.5,9.7,24,1,0,Fruits & Vegetables,UPI,Afternoon (12-4pm),5,28,2,-1.1360417578110509,-0.6896701698497112,🔥 Bargain Hunters
CUST0039,35,Male,Porur,Zepto,13,453.24,5892.12,12.0,2,0.72,53.9,10.5,17,1,0,Snacks & Beverages,Credit Card,Evening (4-8pm),2,6,2,-0.22815752396392408,0.27474894419735135,🔥 Bargain Hunters
CUST0040,28,Male,Porur,Blinkit,9,554.96,4994.64,17.2,3,0.22,25.2,10.3,26,5,1,Dairy & Eggs,Credit Card,Evening (4-8pm),6,31,3,0.12091231375529993,1.2436744521319951,⭐ Regular Mainstream
CUST0041,22,Female,Velachery,Both,17,523.79,8904.43,22.4,1,0.5,11.5,8.8,0,1,0,Dairy & Eggs,UPI,Night (8-11pm),6,14,1,0.9957261200259562,-1.9805896201198403,🧪 Occasional Browsers
CUST0042,28,Female,Ambattur,Both,9,527.84,4750.56,23.5,4,0.41,51.1,9.6,6,2,1,Fruits & Vegetables,Wallet,Evening (4-8pm),2,16,3,-0.12033749506348873,0.6722720549856708,⭐ Regular Mainstream
CUST0043,22,Female,Ambattur,Blinkit,14,523.3,7326.2,21.8,6,0.77,20.0,18.7,3,0,0,Personal Care,Credit Card,Morning (6-10am),0,5,1,0.37234312292807203,-0.33951298437663946,🧪 Occasional Browsers
CUST0044,45,Male,Nungambakkam,Blinkit,19,231.24,4393.56,17.3,3,0.61,22.7,7.3,9,3,0,Groceries,Cash on Delivery,Evening (4-8pm),0,32,1,-0.48410102559601625,-1.2146830360907324,🧪 Occasional Browsers
CUST0045,28,Female,Velachery,Zepto,23,423.16,9732.68,14.7,2,0.62,48.8,7.3,7,4,0,Dairy & Eggs,Credit Card,Afternoon (12-4pm),2,11,1,1.4466991302418728,-0.044079730290680345,🧪 Occasional Browsers
CUST0046,35,Female,Nungambakkam,Blinkit,14,256.34,3588.76,12.6,2,0.75,12.0,3.7,2,0,1,Dairy & Eggs,UPI,Afternoon (12-4pm),0,22,3,-0.8223582760517747,-2.1052886216253275,⭐ Regular Mainstream
CUST0047,28,Male,Velachery,Both,19,367.89,6989.91,25.5,2,0.59,64.2,4.7,22,3,0,Snacks & Beverages,Wallet,Evening (4-8pm),7,28,1,0.3329632372100252,-0.2515173364256764,🧪 Occasional Browsers
CUST0048,28,Female,T Nagar,Blinkit,18,209.61,3772.98,18.5,4,0.95,22.4,8.9,6,2,0,Dairy & Eggs,Cash on Delivery,Evening (4-8pm),2,6,2,-0.8662293201981414,-0.933217474273988,🔥 Bargain Hunters
CUST0049,28,Female,T Nagar,Zepto,11,482.09,5302.99,19.4,4,0.81,43.0,9.5,26,3,0,Dairy & Eggs,Credit Card,Night (8-11pm),5,6,2,-0.41272038313329606,0.9358420089898556,🔥 Bargain Hunters
CUST0050,22,Male,OMR,Zepto,26,80.0,2080.0,23.8,4,0.63,34.9,7.5,25,2,1,Groceries,UPI,Night (8-11pm),2,20,3,-0.5068285645591215,0.3097729919387062,⭐ Regular Mainstream
CUST0051,58,Male,Velachery,Zepto,10,531.11,5311.1,20.9,5,0.28,44.0,10.6,24,3,1,Snacks & Beverages,UPI,Morning (6-10am),7,4,3,0.08760394335402816,2.160026752786257,⭐ Regular Mainstream
CUST0052,35,Male,Chromepet,Zepto,14,422.76,5918.64,17.4,1,0.72,25.1,6.4,15,0,0,Personal Care,Debit Card,Evening (4-8pm),10,25,2,-0.259605927344002,-2.272248098739926,🔥 Bargain Hunters
CUST0053,58,Male,Kodambakkam,Zepto,25,762.39,16772.58,21.7,2,0.59,44.3,17.9,26,5,0,Dairy & Eggs,UPI,Morning (6-10am),9,13,0,3.9762569182514866,1.1491931488118234,💎 Premium Loyalists
CUST0054,45,Female,Sholinganallur,Blinkit,22,383.17,8429.74,14.9,2,0.82,47.3,8.6,19,5,0,Dairy & Eggs,Credit Card,Evening (4-8pm),3,12,1,0.9691170903384074,0.5035665373049618,🧪 Occasional Browsers
CUST0055,28,Female,OMR,Zepto,14,383.12,5363.68,10.2,5,0.88,57.3,10.7,29,5,0,Personal Care,Credit Card,Morning (6-10am),0,9,1,-0.3563285513467122,2.0687830894676096,🧪 Occasional Browsers
CUST0056,58,Female,Porur,Zepto,19,542.86,10314.34,25.1,2,0.55,28.5,8.6,9,2,1,Fruits & Vegetables,UPI,Evening (4-8pm),2,3,0,1.8149627447663792,0.15302360111192784,💎 Premium Loyalists
CUST0057,22,Male,Mylapore,Blinkit,12,393.63,4723.56,15.3,2,0.58,45.0,5.6,12,1,0,Personal Care,Debit Card,Evening (4-8pm),2,32,2,-0.6704858177969536,-1.258974218190694,🔥 Bargain Hunters
CUST0058,22,Male,Velachery,Zepto,11,469.47,5164.17,16.5,4,0.65,61.5,6.0,29,5,0,Personal Care,Debit Card,Evening (4-8pm),16,11,2,-0.4028331034066816,1.1069726322778017,🔥 Bargain Hunters
CUST0059,22,Female,Guindy,Zepto,6,598.99,3593.94,16.9,4,0.7,24.6,3.4,0,2,0,Snacks & Beverages,UPI,Morning (6-10am),4,5,2,-0.8206582496747765,-0.905332706032222,🔥 Bargain Hunters
CUST0060,28,Female,Perungudi,Zepto,18,371.85,6693.3,15.0,1,0.75,73.5,1.1,6,2,1,Household Items,Credit Card,Afternoon (12-4pm),5,35,3,0.49421303317445386,-1.3387287533479855,⭐ Regular Mainstream
CUST0061,28,Male,T Nagar,Zepto,21,635.15,11432.7,23.5,2,0.67,13.1,11.8,9,3,1,Personal Care,Cash on Delivery,Night (8-11pm),7,24,0,2.5177981758301393,-1.0382117802446,💎 Premium Loyalists
CUST0062,28,Male,Guindy,Blinkit,10,117.76,1177.6,19.9,3,0.63,54.4,5.6,11,2,0,Snacks & Beverages,Credit Card,Night (8-11pm),4,6,2,-2.3006852432505775,0.10072455908351441,🔥 Bargain Hunters
CUST0063,45,Female,Mylapore,Zepto,19,708.63,10629.45,16.5,2,0.56,25.9,7.7,13,3,1,Household Items,Credit Card,Morning (6-10am),4,18,0,2.3769607126130325,-0.18060912377383126,💎 Premium Loyalists
CUST0064,28,Male,Nungambakkam,Blinkit,29,98.13,2845.77,11.6,2,0.61,27.3,14.1,21,0,0,Personal Care,UPI,Evening (4-8pm),1,6,1,-0.40399449535791593,-0.2499781993300555,🧪 Occasional Browsers
CUST0065,28,Male,Mylapore,Both,23,663.39,13267.8,19.5,1,0.55,46.6,12.7,10,2,1,Dairy & Eggs,UPI,Afternoon (12-4pm),0,22,0,3.1095069045436876,-0.03335792275180926,💎 Premium Loyalists
CUST0066,28,Female,Ambattur,Blinkit,8,84.04,672.32,8.0,3,0.73,68.1,8.6,16,1,0,Dairy & Eggs,Wallet,Morning (6-10am),6,14,2,-2.7202756733185405,-0.008007589940471897,🔥 Bargain Hunters
CUST0067,22,Male,Chromepet,Blinkit,23,776.51,15530.2,19.2,2,0.57,22.0,7.2,8,1,1,Household Items,Credit Card,Morning (6-10am),9,12,0,3.778092375197673,-1.250453536570553,💎 Premium Loyalists
CUST0068,45,Male,Velachery,Both,8,448.96,3591.68,24.7,6,0.68,40.5,7.4,25,0,1,Fruits & Vegetables,UPI,Night (8-11pm),2,25,3,-0.8472542449005511,0.27789061225716477,⭐ Regular Mainstream
CUST0069,22,Male,Adyar,Blinkit,1,249.92,249.92,18.3,6,0.42,50.1,16.8,7,5,1,Household Items,Debit Card,Night (8-11pm),3,20,3,-2.3164245221298576,1.996668178998312,⭐ Regular Mainstream
CUST0070,58,Male,Mylapore,Zepto,20,755.72,9824.36,24.0,3,0.37,53.2,8.7,9,1,1,Personal Care,Credit Card,Afternoon (12-4pm),1,18,0,2.419581711028423,0.27292956205879193,💎 Premium Loyalists
CUST0071,35,Female,Kodambakkam,Blinkit,23,224.0,5152.0,11.9,6,0.89,41.0,20.0,3,3,1,Groceries,UPI,Evening (4-8pm),2,24,3,0.3454439327534777,0.09581396560313078,⭐ Regular Mainstream
CUST0072,22,Male,Ambattur,Both,22,379.08,8339.76,28.2,4,0.25,16.2,2.8,4,2,0,Personal Care,Cash on Delivery,Afternoon (12-4pm),1,15,1,0.9543276857824187,-0.9613511369174106,🧪 Occasional Browsers
CUST0073,22,Male,Adyar,Zepto,21,888.85,14221.6,23.5,4,0.5,6.6,8.2,23,4,1,Household Items,UPI,Night (8-11pm),7,31,0,3.780344914155778,-0.21713480706679766,💎 Premium Loyalists
CUST0074,45,Female,Nungambakkam,Zepto,10,491.2,4912.0,20.4,3,0.81,48.2,12.7,17,2,1,Groceries,Credit Card,Evening (4-8pm),3,1,3,-0.21008951810859122,1.188805202821023,⭐ Regular Mainstream
CUST0075,35,Female,OMR,Blinkit,16,80.0,1280.0,15.0,2,0.93,50.9,12.3,5,2,0,Household Items,Credit Card,Afternoon (12-4pm),3,15,2,-1.849944939362783,-0.8104719985400045,🔥 Bargain Hunters
CUST0076,35,Female,Guindy,Both,12,370.81,4449.72,14.2,3,0.72,31.1,10.5,9,4,1,Personal Care,UPI,Morning (6-10am),0,34,3,-0.3249554813368626,-0.23634480893288484,⭐ Regular Mainstream
CUST0077,35,Male,Ambattur,Zepto,10,354.88,3548.8,17.6,6,0.43,21.3,5.6,17,5,0,Snacks & Beverages,Cash on Delivery,Morning (6-10am),4,2,2,-1.0427603373420045,1.3111483667814194,🔥 Bargain Hunters
CUST0078,22,Male,Adyar,Blinkit,20,453.93,9078.6,24.0,3,0.84,58.0,2.7,27,1,0,Dairy & Eggs,Credit Card,Morning (6-10am),1,23,1,0.9063147103139968,-0.43200614090561656,🧪 Occasional Browsers
CUST0079,28,Female,Ambattur,Zepto,10,412.0,4120.0,11.4,6,0.93,38.7,7.3,10,1,1,Groceries,Debit Card,Evening (4-8pm),2,24,3,-0.6455963860295225,-0.5885398249688785,⭐ Regular Mainstream
CUST0080,22,Female,OMR,Blinkit,20,518.25,10365.0,18.1,4,0.21,60.4,12.2,23,2,0,Groceries,UPI,Evening (4-8pm),2,32,1,1.5740189177314174,0.7453846087459999,🧪 Occasional Browsers
CUST0081,45,Male,T Nagar,Zepto,10,144.95,1449.5,21.7,3,0.52,31.7,14.8,4,1,0,Personal Care,Wallet,Night (8-11pm),2,13,2,-2.0983775318653706,-0.4350777023394702,🔥 Bargain Hunters
CUST0082,35,Male,Sholinganallur,Zepto,26,321.38,8355.88,22.6,5,0.62,52.3,8.4,27,3,1,Dairy & Eggs,UPI,Afternoon (12-4pm),1,33,0,1.4163615020972036,0.708324021308119,💎 Premium Loyalists
CUST0083,28,Male,Velachery,Both,4,476.13,1904.52,21.7,6,0.67,8.3,7.6,25,3,0,Fruits & Vegetables,Credit Card,Evening (4-8pm),9,14,2,-1.6654598304891242,0.1169680109616785,🔥 Bargain Hunters
CUST0084,22,Female,Mylapore,Blinkit,8,282.81,2262.48,10.9,5,0.76,67.9,8.8,2,4,1,Groceries,Wallet,Evening (4-8pm),2,17,3,-1.369503059818543,0.86736216187635,⭐ Regular Mainstream
CUST0085,28,Female,T Nagar,Blinkit,18,617.27,8024.51,23.7,4,0.56,9.8,8.9,17,2,1,Dairy & Eggs,UPI,Afternoon (12-4pm),4,16,0,1.4892026109903513,-0.1537571912886243,💎 Premium Loyalists
CUST0086,28,Male,T Nagar,Blinkit,2,286.42,572.84,18.3,2,0.39,46.5,12.7,3,5,1,Dairy & Eggs,UPI,Night (8-11pm),4,32,3,-2.051050382340193,0.5268297464886533,⭐ Regular Mainstream
CUST0087,35,Male,Perungudi,Zepto,1,445.8,445.8,12.6,6,0.55,86.0,6.5,7,3,0,Groceries,Wallet,Evening (4-8pm),4,15,2,-2.235404279803409,1.2117686207796547,🔥 Bargain Hunters
CUST0088,35,Female,Tambaram,Blinkit,2,401.11,802.22,17.9,2,0.88,38.3,7.5,16,0,0,Snacks & Beverages,Wallet,Afternoon (12-4pm),4,31,2,-2.3748195461455466,-1.582426103406535,🔥 Bargain Hunters
CUST0089,45,Female,Anna Nagar,Zepto,12,237.36,2848.32,8.2,4,0.4,53.9,9.8,9,1,1,Household Items,Debit Card,Evening (4-8pm),8,12,3,-1.093651798604098,0.321091141451879,⭐ Regular Mainstream
CUST0090,28,Male,Kodambakkam,Zepto,12,430.89,5170.68,20.9,2,0.68,2.4,5.5,18,5,1,Snacks & Beverages,Credit Card,Evening (4-8pm),8,33,3,-0.025774415162331532,-0.8963458988110119,⭐ Regular Mainstream
CUST0091,22,Female,Chromepet,Zepto,15,183.85,2757.75,17.4,6,0.33,18.8,4.3,28,2,0,Personal Care,Credit Card,Night (8-11pm),2,3,2,-1.3698782512267074,1.041077535625613,🔥 Bargain Hunters
CUST0092,35,Female,OMR,Blinkit,12,340.15,4081.8,11.6,1,0.58,46.7,13.6,0,3,0,Household Items,UPI,Morning (6-10am),5,11,2,-0.8014222388835588,-0.31350445829031065,🔥 Bargain Hunters
CUST0093,35,Male,Ambattur,Both,15,425.45,6381.75,16.5,6,0.68,7.6,7.9,1,4,1,Household Items,UPI,Evening (4-8pm),0,5,3,0.44927601919664456,0.24302081261425873,⭐ Regular Mainstream
CUST0094,28,Female,Sholinganallur,Both,11,163.08,1793.88,14.5,6,0.51,59.6,11.6,25,3,0,Personal Care,UPI,Night (8-11pm),0,27,2,-1.8950241648851263,1.384006632602889,🔥 Bargain Hunters
CUST0095,35,Male,Tambaram,Blinkit,18,532.23,9580.14,14.8,5,0.82,51.1,10.8,10,0,0,Dairy & Eggs,UPI,Afternoon (12-4pm),3,16,1,1.1023437682271706,-0.7315175557353935,🧪 Occasional Browsers
CUST0096,28,Female,Anna Nagar,Zepto,17,466.87,7936.79,8.0,1,0.74,2.3,2.5,14,3,0,Groceries,Credit Card,Afternoon (12-4pm),11,35,1,0.6155845954463659,-2.785494408171051,🧪 Occasional Browsers
CUST0097,28,Female,Sholinganallur,Blinkit,12,515.76,6189.12,9.6,1,0.66,46.1,5.4,22,2,1,Snacks & Beverages,Credit Card,Morning (6-10am),5,16,3,0.265996463409026,0.17875544855000056,⭐ Regular Mainstream
CUST0098,28,Female,Chromepet,Both,17,420.44,7147.48,16.9,1,0.43,18.4,8.3,0,4,0,Dairy & Eggs,Credit Card,Afternoon (12-4pm),5,16,1,0.49544676236835977,-1.034321503121244,🧪 Occasional Browsers
CUST0099,22,Female,OMR,Zepto,12,212.88,2554.56,16.0,6,0.85,49.5,7.0,8,4,0,Snacks & Beverages,Credit Card,Morning (6-10am),0,22,2,-1.5330682007913539,0.0812138488880284,🔥 Bargain Hunters
CUST0100,22,Male,Velachery,Both,4,419.99,1679.96,22.9,4,0.52,27.9,9.0,7,0,0,Groceries,Cash on Delivery,Evening (4-8pm),3,4,2,-1.895301296725002,-0.3451154793678162,🔥 Bargain Hunters
CUST0101,22,Female,Chromepet,Zepto,19,532.16,10111.04,14.8,1,0.76,10.1,8.7,0,2,1,Snacks & Beverages,UPI,Morning (6-10am),2,32,0,1.7615880663814498,-2.196903332746551,💎 Premium Loyalists
CUST0102,35,Female,Mylapore,Both,8,205.74,1645.92,15.4,3,0.61,15.1,11.1,9,0,0,Fruits & Vegetables,UPI,Evening (4-8pm),7,27,2,-2.1461990415731633,-1.9167207724967692,🔥 Bargain Hunters
CUST0103,28,Male,Ambattur,Both,19,220.05,4180.95,15.6,2,0.7,17.9,7.8,16,0,0,Personal Care,Credit Card,Afternoon (12-4pm),0,15,2,-0.7179536799666353,-1.2648284793439877,🔥 Bargain Hunters
CUST0104,28,Female,T Nagar,Both,15,375.7,5635.5,17.0,4,0.72,45.7,8.3,17,0,0,Household Items,UPI,Morning (6-10am),3,19,2,-0.36506190097652585,-0.6747763966158491,🔥 Bargain Hunters
CUST0105,45,Female,Perungudi,Zepto,13,353.16,4591.08,18.5,3,0.42,90.8,2.3,15,3,0,Snacks & Beverages,UPI,Night (8-11pm),12,26,2,-0.6660985726746507,0.05489361282250916,🔥 Bargain Hunters
CUST0106,22,Male,Ambattur,Zepto,2,417.09,834.18,16.0,6,0.44,78.4,5.6,1,1,1,Groceries,Debit Card,Afternoon (12-4pm),11,15,3,-1.8670706601832743,0.32142708030599576,⭐ Regular Mainstream
CUST0107,28,Female,Anna Nagar,Blinkit,23,367.49,8452.27,20.9,6,0.94,54.0,5.8,21,3,1,Groceries,UPI,Afternoon (12-4pm),9,10,0,1.2098616783429528,0.4879649832206881,💎 Premium Loyalists
CUST0108,35,Female,Anna Nagar,Zepto,11,448.8,4936.8,29.5,3,0.26,13.2,6.2,16,2,0,Fruits & Vegetables,Cash on Delivery,Afternoon (12-4pm),2,34,2,-0.4602142008761822,-0.9158104090423059,🔥 Bargain Hunters
CUST0109,22,Male,Sholinganallur,Zepto,20,639.93,10878.81,13.9,5,0.45,1.7,6.5,3,5,1,Groceries,Credit Card,Afternoon (12-4pm),14,26,0,2.436354076779281,-1.188704695008893,💎 Premium Loyalists
CUST0110,22,Female,Perungudi,Blinkit,13,516.91,6719.83,20.0,5,0.35,45.1,10.4,6,0,1,Fruits & Vegetables,UPI,Afternoon (12-4pm),8,8,3,0.5037931592663567,0.12827753383415463,⭐ Regular Mainstream
CUST0111,28,Male,Anna Nagar,Blinkit,12,430.11,5161.32,18.1,3,0.53,13.6,15.1,28,0,1,Dairy & Eggs,Credit Card,Night (8-11pm),9,16,3,-0.18035807430506542,0.010701927475628155,⭐ Regular Mainstream
CUST0112,22,Male,Ambattur,Blinkit,15,220.79,3311.85,23.2,5,0.7,70.1,2.6,28,1,0,Snacks & Beverages,Debit Card,Night (8-11pm),13,29,2,-1.276227814769555,-0.5952959545341266,🔥 Bargain Hunters
CUST0113,58,Male,Perungudi,Blinkit,14,290.04,4060.56,19.0,2,0.87,20.4,7.2,27,4,0,Groceries,Credit Card,Night (8-11pm),13,32,2,-0.8936994973288204,-1.2667891727004614,🔥 Bargain Hunters
CUST0114,45,Female,OMR,Zepto,12,571.51,6858.12,14.4,2,0.86,16.7,4.5,8,0,0,Personal Care,Cash on Delivery,Morning (6-10am),1,21,1,0.14673348143511677,-2.18560956921224,🧪 Occasional Browsers
CUST0115,35,Female,Mylapore,Both,13,335.67,4363.71,12.2,6,0.66,41.6,2.6,25,3,0,Snacks & Beverages,Debit Card,Afternoon (12-4pm),0,32,2,-0.8187364851979004,0.09607240365677229,🔥 Bargain Hunters
CUST0116,45,Male,Chromepet,Zepto,16,245.8,3932.8,21.1,5,0.56,23.7,5.9,2,0,0,Fruits & Vegetables,UPI,Morning (6-10am),5,12,2,-0.9131911992229864,-1.5316726788171302,🔥 Bargain Hunters
